COURSE,SCREENCAST TITLE,DESCRIPTION,DURATION,URL,VIEWS,CUSTOM TOPIC ORDER,TOPICS,SUBTOPIC,YET ANOTHER SUBTOPIC,INTRO/EXAMPLE?,INTERACTIVE? ,FEATURED?,EXAM REVIEW,FE EXAM,ABRIDGED DESCRIPTION,TEXTBOOK-1,SECTION-1,TEXTBOOK-2,SECTION-2,TEXTBOOK-3,SECTION-3,TEXTBOOK-4,SECTION-4
Fluid Mechanics,Pressure Drop in a Pipe (Laminar Flow),Determines the pressure drop down a length of pipe for steady fully developed laminar flow using wall shear stress.,3:41,https://www.youtube.com/watch?v=rKXv6dGAllM,6345,13,Fluid Dynamics,Viscous Flow in Pipes,,example,,,,7.5,determine the pressure drop down the length of a pipe using wall shear stress,Munson7th,8.2,,,,,,
Fluid Mechanics,Pressure Drop in Pipe with Losses (Determine Pressure Drop),Determine the pressure drop of a pipe in a pipe system using both major and minor losses. ,8:43,http://www.youtube.com/watch?v=kJlJoAKveJA&feature=share&list=PL324604EAA66EA2F2&index=116,5658,13,Fluid Dynamics,Viscous Flow in Pipes,,example,,,,7.3,find the pressure drop using an energy equation for a long pipe with bends,Munson7th,8.5,,,,,,
Fluid Mechanics,Pressure Drop in Pipe with Losses (Determine Q),Uses an iterative approach to determine the flow rate through a pipe network with energy losses.,11:24,http://www.youtube.com/watch?v=9243ux7X0fU&list=PL324604EAA66EA2F2&feature=share&index=117,,13,Fluid Dynamics,Viscous Flow in Pipes,,example,,,,,find the volumetric flow rate using an energy equation for a long pipe with bends,Munson7th,8.5,,,,,,
Fluid Mechanics,Pressure Gradient for Couette Flow (Interactive),Multiple choice question: What is the pressure gradient for a velocity profile shown obeying Couette flow? Interactive screencast.,0:41,https://www.youtube.com/watch?v=4OQa868ZwJE,451,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,pressure gradient for a velocity profile shown obeying Couette flow,Munson7th,,,,,,,
Fluid Mechanics,Representing a Velocity Field (Interactive),"Multiple choice question: Based on the velocity field described, which diagram best represents it? Interactive screencast.",0:39,https://www.youtube.com/watch?v=47-R7go5ZYI,148,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,"based on the velocity field described, which diagram best represents it?",Munson7th,,,,,,,
Fluid Mechanics,Shear Stress and Velocity Profile Relationship (Interactive),Multiple choice question: Determine the relationship between shear stress and distance from a plane surface for a fluid flowing parallel to the surface.   Interactive screencast.,0:42,https://www.youtube.com/watch?v=C91JFO3z5d4,746,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,Yes,,,relationship between shear stress and distance from a plane surface for a fluid flowing parallel to the surface,Munson7th,,,,,,,
Fluid Mechanics,Shear Stresses in an Annulus (Interactive),Interactive question: A toothpick is slowly pulled out of a straw filled with honey. Which velocity profile is correct?,1:02,http://youtu.be/IDRBBC3es4Q?list=PL4xAk5aclnUiEZSsBRGoNBKKn8FULDaXt,88,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,determine velocity profile based on flow description,Munson7th,,,,,,,
Fluid Mechanics,Turbulent Flow (Interactive),Multiple choice question: Which method is most appropriate for predicting pressure drops in 3D turbulent flow? Interactive screencast.,0:40,https://www.youtube.com/watch?v=6JtQm0s3lkM,253,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,7.5,most appropriate method for predicting pressure drops in 3D turbulent flow,Munson7th,,,,,,,
Fluid Mechanics,Two Immiscible Fluids Between Parallel Plates (Interactive),What is the expected velocity profile for two immiscible fluids between parallel plates given the top plate is moving? Interactive screencast.,1:19,https://www.youtube.com/watch?v=SFvjml8SZKE,230,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,velocity profile for two immiscible fluids between parallel plates given the top plate is moving,Munson7th,,,,,,,
Fluid Mechanics,Using a Moody Chart,Explains how to read a Moody chart for determining frictional factors in pipe flow problems.,5:30,https://www.youtube.com/watch?v=5glOutYffeM,4636,13,Fluid Dynamics,Viscous Flow in Pipes,,intro,,,,7.3,explains how to read a Moody chart for determining frictional factors in pipe flow problems,Munson7th,8.4,,,,,,
Fluid Mechanics,Velocity Profile Between Two Parallel Plates (Interactive),"Multiple choice question: Based on a velocity profile between two plates, are the plates moving? Interactive screencast.",0:31,https://www.youtube.com/watch?v=IlSIVFtGj8M,699,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,yes,,,,Munson7th,,,,,,,
Fluid Mechanics,Velocity Profile in an Annulus (Interactive),Interactive question: A toothpick is pulled out of a horizontal straw filled with honey. Where is the shear stress greatest?,0:55,http://youtu.be/CAQ9_reH0Zg?list=PL4xAk5aclnUiEZSsBRGoNBKKn8FULDaXt,37,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,locate shear stress based on velocity profile ,Munson7th,,,,,,,
Fluid Mechanics,Volumetric Flow Rate for Laminar Pipe Flow,Determine volumetric flow and velocity for oil flowing in a pipe and use the Reynolds number to verify laminar flow properties.,4:13,https://www.youtube.com/watch?v=o4cyptbQucw,2736,13,Fluid Dynamics,Viscous Flow in Pipes,,example,,,,7.5,determine volumetric flow and velocity for oil flowing in a pipe,Munson7th,8.2,,,,,,
Fluid Mechanics,Where is the Shear Stress Greatest? (Interactive),"Given a velocity profile, where is the shear stress greatest? Interactive screencast.",0:29,https://www.youtube.com/watch?v=yTWynIf27tw,114,13,Fluid Dynamics,Viscous Flow in Pipes,,Interactive,interactive,,,,,Munson7th,,,,,,,
Fluid Mechanics,Blasius Solution for the y-Component of Velocity,Uses the Blasius solutions to develop an expression for the y-component of velocity at the edge of a boundary layer.,4:49,https://www.youtube.com/watch?v=rfGHZX-JGQU,861,14,Fluid Dynamics,Flow Around Objects,,intro,,,,,develops an expression for the y-component of velocity at the boundary layer edge,Munson7th,9.2,,,,,,
Fluid Mechanics,Boundary Layer Example Problem,Example problem that demonstrates the use of boundary layers and boundary layer thickness as well as flow regime (laminar or turbulent) to define the entry length section.,4:45,https://www.youtube.com/watch?v=-xQmM_wp_u8,3393,14,Fluid Dynamics,Flow Around Objects,,example,,,,,demonstrates the use of boundary layers and boundary layer thickness,Munson7th,9.2,,,,,,
Fluid Mechanics,Boundary Layers,An introduction to the boundary layer for internal and external flow and how to determine the entry length of the flow and the boundary layer thickness.,9:16,https://www.youtube.com/watch?v=YFUdlewie9o,11326,14,Fluid Dynamics,Flow Around Objects,,intro,,Yes,,,an introduction to the boundary layer for internal and external flow,Munson7th,9.2,,,,,,
Fluid Mechanics,Direction of Lift Force (Interactive),"MCQ: Based on flow around an object, what is the direction of the lift force? Interactive screencast.",0:26,https://www.youtube.com/watch?v=wSSjYIKhwqI,289,14,Fluid Dynamics,Flow Around Objects,,Interactive,interactive,,,,,Munson7th,,,,,,,
Fluid Mechanics,Drag Force on an Irregular Object,The drag force is used to calculate the amount of gas it takes for three trucks with different shapes to travel a certain distance.,9:20,https://www.youtube.com/watch?v=SdNXzhfxbgk,923,14,Fluid Dynamics,Flow Around Objects,,example,,,,,drag force is used on 3 shapes,Munson7th,9.3,,,,,,
Fluid Mechanics,Lift and Drag on Aircraft,An example problem on using lift and drag on an aircraft to find power.,4:09,https://www.youtube.com/watch?v=_SJpXQh2KCE,1103,14,Fluid Dynamics,Flow Around Objects,,intro,,,,,use lift and drag on an aircraft to find power,Munson7th,9.3,,,,,,
Fluid Mechanics,Pressure Drag,Pressure drag is defined and an example is used to demonstrate its principles.,6:57,https://www.youtube.com/watch?v=Gpjf6DezddI,1392,14,Fluid Dynamics,Flow Around Objects,,intro,,,,,pressure drag is defined,Munson7th,9.3,,,,,,
Fluid Mechanics,Shear Stress at a Wall: Blasius Solutions,Uses the Blasius solutions to find the shear stress at a wall as a function of plate length.,5:54,https://www.youtube.com/watch?v=fEPxEp7jwbI,883,14,Fluid Dynamics,Flow Around Objects,,intro,,,,,uses the Blasius solutions to find the shear stress at a wall as a function of plate length,Munson7th,9.2,,,,,,
Fluid Mechanics,y-Component of Velocity at a Boundary Layer,Shows how to find the y-component of velocity at the edge of a boundary layer at any point along the length of a flat plate.,3:42,https://www.youtube.com/watch?v=1T2l1JAd5g4,532,14,Fluid Dynamics,Flow Around Objects,,example,,,,,finds the y-component of velocity at the edge of a boundary layer,Munson7th,9.2,,,,,,
Fluid Mechanics,Acceleration along a Streamline,"Determine local, convective and acceleration at specific points given velocities and linear relationship.",4:02,https://www.youtube.com/watch?v=ABstmf0j9rc,1407,15,Other,Fluid Kinematics,,example,,,,,determine local and convective components of acceleration along a streamline,Munson7th,4.2,,,,,,
Fluid Mechanics,Acceleration along a Streamline (Baseball Example),Determines the acceleration along a streamline given the velocity function.,8:15,https://www.youtube.com/watch?v=HI9sycg7oJY,891,15,Other,Fluid Kinematics,,example,,,,,determines the acceleration along a streamline given the velocity function,Munson7th,4.2,,,,,,
Fluid Mechanics,Acceleration Field Given a Velocity Field,Determine the acceleration components based on Cartesian components of a velocity field.,5:03,https://www.youtube.com/watch?v=xZEVpE4qx2o,1422,15,Other,Fluid Kinematics,,example,,,,,determine the acceleration components of a velocity field,Munson7th,4.2,,,,,,
Fluid Mechanics,Control Volume vs Systems Representations (Bio),Describes the concept of a control volume approach to fluid flow compared to a systems approach.,4:10,https://www.youtube.com/watch?v=8MbD84cjuik,836,15,Other,Fluid Kinematics,,intro,,,,,contrasts the control volume approach to fluid flow with a systems approach,Munson7th,4.3,,,,,,
Fluid Mechanics,Fluid Acceleration (Interactive),Multiple choice question: Does a river accelerate as it passes through this conduit? Interactive screencast.,0:34,https://www.youtube.com/watch?v=Cb0GKxbfcyE,247,15,Other,Fluid Kinematics,,Interactive,interactive,,,,,Munson7th,,,,,,,
Fluid Mechanics,Fluid Flow through a Control Volume,Determine what happens to a flowing system at a later time and fluid flow through a control volume using the Reynolds Transport Theorem.,7:20,https://www.youtube.com/watch?v=FfRL_pvXXHA,2323,15,Other,Fluid Kinematics,,example,,,,,determine what happens to a flowing system at a later time using the Reynolds transport theorem,Munson7th,4.4,,,,,,
Fluid Mechanics,Fluid Kinematics Calculations,"Determine the volumetric dilatation rate, the rotation vector and angular rotation for a 3D flow field.",5:07,http://www.youtube.com/watch?v=R3Eurfc5Bos&list=PL324604EAA66EA2F2&feature=share&index=112,1180,15,Other,Fluid Kinematics,,example,,,,,demonstrates calculations involved in fluid kinematics,Munson7th,6.1,,,,,,
Fluid Mechanics,How to Sketch Streamlines,An example that demonstrates how to sketch streamlines within the flow using the velocity components and the stream function.,5:25,https://www.youtube.com/watch?v=MA1BlEXXP5E,6304,15,Other,Fluid Kinematics,,intro,,,,,describes how to sketch streamlines given a velocity field,Munson7th,6.2,,,,,,
Fluid Mechanics,Introduction to Fluid Kinematics,"An introduction to the equations used in fluid kinematics including translation, volume dilatation rate, rotation, and angular deformation.",3:32,https://www.youtube.com/watch?v=bV0XPz-mg2s,1474,15,Other,Fluid Kinematics,,intro,,,,,overview of types of motion and deformation a fluid element can undergo in a flow field,Munson7th,6.1,,,,,,
Fluid Mechanics,Local and Convective Acceleration from Velocity Profiles,"Given velocity profiles at two different points in a flow, the total, local and convective accelerations are calculated.",4:31,https://www.youtube.com/watch?v=bohY9WWL89Y,2924,15,Other,Fluid Kinematics,,example,,,,,"Given velocity profiles at two different points in a flow, the total, local and convective accelerations are calculated.",Munson7th,,,,,,,
Fluid Mechanics,Reynolds Transport Theorem,"Reynold's Transport Theorem is described, including why it was developed and how it is used in different situations.",8:23,https://www.youtube.com/watch?v=3HMq1O0xI_4,15645,15,Other,Fluid Kinematics,,intro,,Yes,,,introduction to the Reynolds transport theorem and how it is used in fluids calculations,Munson7th,4.4,,,,,,
Fluid Mechanics,Shear Stress vs. Rate of Shearing Strain (Interactive),"Based on plots relating shear stress to the rate of shearing strain for different fluids, which one is the shear thickening fluid? Interactive screencast.",0:35,https://www.youtube.com/watch?v=F0mq66mmKZo,125,15,Other,Fluid Kinematics,,Interactive,interactive,,,7.8,,Munson7th,,,,,,,
Fluid Mechanics,Velocity Fields and Streamlines,Conceptual visualization of velocity fields and how to determine streamline equations given velocity fields.,5:50,https://www.youtube.com/watch?v=3fYIw0qoiXY,3022,15,Other,Fluid Kinematics,,conceptual,,,,,conceptual visualization of velocity fields and how to determine streamline equations,Munson7th,4.1,,,,,,
Fluid Mechanics,Buckingham Pi Theorem Application,Describes how the coefficient of drag is correlated to the Reynolds number and how these dimensionless parameters were found.,8:31,https://www.youtube.com/watch?v=DkJt7668kFI,2939,16,Other,Dimensional Analysis and Scaling,,intro,,,,,describes how the coefficient of drag is correlated to the Reynolds number and how this is determined,Munson7th,7.2,,,,,,
Fluid Mechanics,Deriving the Dimensionless Equations of Motion,Demonstrates how to non-dimensionalize the momentum equations.,11:25,https://www.youtube.com/watch?v=cnLH2uIgQRk,3742,16,Other,Dimensional Analysis and Scaling,,example,,,,,demonstrates how to non-dimensionalize the momentum equations,Munson7th,7.10,,,,,,
Fluid Mechanics,Determining Pi Terms (Buckingham Pi Theorem),Utilizes the Buckingham pi theorem to determine Pi terms for a wave.,7:06,https://www.youtube.com/watch?v=aN9rC65byCk,16399,16,Other,Dimensional Analysis and Scaling,,intro,,Yes,,,utilizes the Buckingham pi theorem to determine pi terms for a wave,Munson7th,7.3,,,,,,
Fluid Mechanics,Dimensions of Differential Equations,Determine the units of constants in a dimensionally homogeneous equation.,3:11,http://www.youtube.com/watch?v=6PQCuuJ0iYs&list=PL324604EAA66EA2F2&feature=share&index=124,2998,16,Other,Dimensional Analysis and Scaling,,,,,,,Determine the units of constants in a dimensionally homogeneous equation.,Munson7th,7.1,,,,,,
Fluid Mechanics,Dynamic Similitude - Scaling (Interactive),What must the flow parameters be in a model case to predict results for a real prototype? Interactive screencasts.,0:57,https://www.youtube.com/watch?v=1wInQKMDXJw,97,16,Other,Dimensional Analysis and Scaling,,Interactive,interactive,,,,,Munson7th,,,,,,,
Fluid Mechanics,Scaling a Model Airplane Wing (Interactive),"MCQ: If a model airplane is being built using a length scale, how is the wing area scaled? Interactive screencast.",0:28,https://www.youtube.com/watch?v=Ebx5gI8Fgfs,123,16,Other,Dimensional Analysis and Scaling,,Interactive,interactive,,,,,Munson7th,,,,,,,
Fluid Mechanics,Scaling Analysis,Performs a scaling analysis on a blimp flowing through water to estimate the drag and power consumption of a full size prototype.,4:50,https://www.youtube.com/watch?v=wOfmvoBNHZU,346,16,Other,Dimensional Analysis and Scaling,,example,,,,7.2,performs a scaling analysis on a blimp flowing through water to estimate the drag and power consumption of a full size,Munson7th,7.8,,,,,,
Fluid Mechanics,Using Similitude to Predict Results (Glacier Example),Determine appropriate dimensionless parameters to scale between model and prototype and predict results in the prototype.,10:44,http://www.youtube.com/watch?v=OENK5YqwE-A&list=PL324604EAA66EA2F2&feature=share&index=114,694,16,Other,Dimensional Analysis and Scaling,,example,,,,,two pi groups are found and applied to moving system,Munson7th,7.8,,,,,,
Fluid Mechanics,Using Similitude to Scale from Model to Prototype,Determines pi groups using Buckingham pi theorem to scale force acting on a model to a prototype.,6:29,https://www.youtube.com/watch?v=ZglbpJ_31qg,1526,16,Other,Dimensional Analysis and Scaling,,example,,,,,determines pi groups using Buckingham pi theorem to scale forces,Munson7th,7.8,,,,,,
Fluid Mechanics,Utility of Dimensionless Parameters,Describes the importance of plotting dimensionless parameters as a function of other dimensionless  variables to develop correlations. Uses the coefficient of drag and the Reynolds number as an example.,7:19,https://www.youtube.com/watch?v=aQsXHBlIBRk,418,16,Other,Dimensional Analysis and Scaling,,intro,,,,7.2,explains importance of plotting dimensionless parameters as a function of other dimensionless parameters,Munson7th,7.1,,,,,,
Fluid Mechanics,Lift and Drag on Aircraft,An example problem on using lift and drag on an aircraft to find power.,4:09,https://www.youtube.com/watch?v=_SJpXQh2KCE,DUPLICATE,,,,,intro,,,,,use lift and drag on an aircraft to find power,Munson7th,9.4,,,,,,
Heat Transfer,Heat Transfer Basics,Explains the types of heat transfer and the terms associated with the governing equations.,7:11,https://www.youtube.com/watch?v=NwOZ1tSe9hs,8884,1,Introduction,Introduction to Heat Transfer,,intro,,yes,,,explains the types of heat transfer and the terms associated with the governing equations,Incropera5th,1.2,,,,,,
Heat Transfer,Heat Transfer Parameters and Units,Discusses the most common heat transfer parameters and associated units.,6:00,https://www.youtube.com/watch?v=4pz7IgnJG4Y,1007,1,Introduction,Introduction to Heat Transfer,,intro,,,,,discusses the most common heat transfer parameters and associated units,Incropera5th,1.3,,,,,,
Heat Transfer,Introduction to Heat Transfer - Potato Example,An experiment is discussed with a student to demonstrate the main concepts of heat transfer.,7:57,https://www.youtube.com/watch?v=9WwSaIP5pbs,1988,1,Introduction,Introduction to Heat Transfer,,intro,,,,,discussion with a student to demonstrate the main concepts of heat transfer,Incropera5th,1.1,,,,,,
Heat Transfer,Boundary Conditions,"Compares various boundary conditions for a steady-state, one-dimensional system.",8:17,https://www.youtube.com/watch?v=_F09zV0n22o,5136,2,Conduction,The Heat Equation/Temperature Distributions,,intro,,,,10.1,use boundary conditions to solve conductive heat transfer system,Incropera5th,2.4,,,,,,
Heat Transfer,Conduction Equation Derivation,Derives the equation for conductive heat transfer through a plane wall at steady-state conditions.,6:25,https://www.youtube.com/watch?v=XPZ5SD07eVc,3599,2,Conduction,The Heat Equation/Temperature Distributions,,intro,,,,10.1,derives equation for conductive heat transfer through a plane wall at steady-state,Incropera5th,2.1,,,,,,
Heat Transfer,Heat Equation Derivation,Derives the heat equation using an energy balance on a differential control volume.,11:16,https://www.youtube.com/watch?v=AS83QF4X_2M,7965,2,Conduction,The Heat Equation/Temperature Distributions,,intro,,yes,,,derives heat equation using energy balance on differential control volume,Incropera5th,2.3,,,,,,
Heat Transfer,Heat Equation Derivation: Cylindrical Coordinates,Derives the heat diffusion equation in cylindrical coordinates.,7:28,https://www.youtube.com/watch?v=KRklpKkuMx0,9812,2,Conduction,The Heat Equation/Temperature Distributions,,intro,,,,,derives the heat diffusion equation in cylindrical coordinates,Incropera5th,2.3,,,,,,
Heat Transfer,Composite Wall with a Series/Parallel Configuration,Shows how to write a thermal circuit for a composite wall with two different materials in series and parallel.,6:57,https://youtu.be/R-5McNR2274,689,3,Conduction,One-Dimensional Steady-State,,example,,,,,writes a thermal circuit for a composite wall with series and parallel configuration,Incropera5th,3.1,,,,,,
Heat Transfer,Composite Wall: Maximum Temperature,Determines the maximum temperature within a composite wall given information about composite materials and heat flux.,10:09,https://www.youtube.com/watch?v=yVkv_dffwxY,2570,3,Conduction,One-Dimensional Steady-State,,example,,,,,determine temperatures in a composite wall surface with heat generation,Incropera5th,3.1,,,,,,
Heat Transfer,Conduction through Spherical Walls,Determines the heat transfer rate in a spherical container using Fourier's law. A thermal circuit approach is used to analyze a more complicated system,7:47,https://youtu.be/qBNiIk8XOiY?list=PL242066E80621CC10,181,3,Conduction,One-Dimensional Steady-State,,example,,,,,determines the heat transfer rate in a spherical container,Incropera5th,3.3,,,,,,
Heat Transfer,Contact Resistance,Uses thermal resistances to examine surface contact resistances.,6:47,http://www.youtube.com/watch?v=rArjlreclXc&list=PL242066E80621CC10&feature=share&index=52,1023,3,Conduction,One-Dimensional Steady-State,,intro,,,,,uses thermal resistances to examine surface contact resistances,Incropera5th,3.1,,,,,,
Heat Transfer,Contact Resistance Example,Calculates the contact resistance for a composite wall using the overall heat transfer coefficient.,4:36,http://www.youtube.com/watch?v=2kYhQKGSx-U&feature=share&list=PL242066E80621CC10&index=53,,3,Conduction,One-Dimensional Steady-State,,example,,,,,calculates the contact resistance for a composite wall,Incropera5th,3.1,,,,,,
Heat Transfer,Efficiency for an Array of Fins,presents two approaches to calculate the efficiency of an array of fins,8:47,https://youtu.be/li1xB0qdm1Y?list=PL242066E80621CC10,,3,Conduction,One-Dimensional Steady-State,,intro,,,,,presents two approaches to calculate the efficiency of an array of fins,h,3.6,,,,,,
Heat Transfer,Heat Flux: Temperature Distribution,"Given the temperature distribution for a one-dimensional wall, determines the heat flux, the rate of heat storage, and the heat transfer coefficient on both faces of the wall.",5:44,https://youtu.be/a3O1D6vkbfw?list=PL242066E80621CC10,13,3,Conduction,One-Dimensional Steady-State,,example,,,,,,,,,,,,,
Heat Transfer,Heat Loss from a Cylindrical Pin Fin,Calculates the heat transfer coefficient and rate of heat transfer for a cylindrical pin fin.,11:24,https://www.youtube.com/watch?v=YmlpPyF9wgY,4355,3,Conduction,One-Dimensional Steady-State,,example,,yes,,,calculates the heat transfer coefficient and rate of heat transfer for a cylindrical pin fin,Incropera5th,3.6,,,,,,
Heat Transfer,Heat Loss from a Rectangular Fin,Models heat loss from a rectangular fin. Assumes properties similar to fins used in microprocessors.,18:11,https://www.youtube.com/watch?v=8KepC0zicMU,3479,3,Conduction,One-Dimensional Steady-State,,example,,,,,models heat loss from a rectangular fin,Incropera5th,3.6,,,,,,
Heat Transfer,Heat Transfer from an Array of Fins,Presents the method to calculate the heat transfer rate from an array of fins.,9:08,https://youtu.be/Xrr6LImuc90?list=PL242066E80621CC10,,3,Conduction,One-Dimensional Steady-State,,intro,,,,,,,,,,,,,
Heat Transfer,Heat Transfer through a Spherical Container,Determines the thickness of a spherical container using a given heat rate and a thermal circuit approach.,4:58,https://youtu.be/QOWTe-ESWC4?list=PL242066E80621CC10,632,3,Conduction,One-Dimensional Steady-State,,example,,,,,determines the thickness of a spherical container given a heat rate,Incropera5th,3.3,,,,,,
Heat Transfer,Introduction to Fins,Derives the governing equation for fins with a uniform cross-sectional area.,8:45,https://youtu.be/iFoC2hd_lu8?list=PL242066E80621CC10,366,3,Conduction,One-Dimensional Steady-State,,intro,,,,,derives the governing equation for fins with a uniform cross-sectional area,Incropera5th,3.6,,,,,,
Heat Transfer,Radial Conduction with Generation Part 1,Calculates the volumetric generation and surface temperature of a rod using an overall energy balance.,7:09,https://youtu.be/4QacGYOWy2c?list=PL242066E80621CC10,,3,Conduction,One-Dimensional Steady-State,,example,,,,,calculates the volumetric generation and surface temperature of a rod using an overall energy balance,Incropera5th,3.5,,,,,,
Heat Transfer,Radial Conduction with Generation Part 2,Calculates the surface temperature of a generating rod as well as the surface temperature of the insulating sleeve using the thermal circuit approach.,7:30,https://youtu.be/THdVzaJItb8?list=PL242066E80621CC10,,3,Conduction,One-Dimensional Steady-State,,example,,,,,calculates the surface temperature of a generating rod using the thermal circuit approach,Incropera5th,3.5,,,,,,
Heat Transfer,Radial Conduction with Generation Part 3,Explains why the overall energy balance or thermal circuit approach cannot be used to find temperatures within a generating medium. Calculates the centerline temperature for a generating rod using tabulated equations.,7:11,https://youtu.be/jIZEaeuj5Lg?list=PL242066E80621CC10,11,3,Conduction,One-Dimensional Steady-State,,example,,,,,explains why the overall energy balance cannot be used to find temperatures within a generating medium,Incropera5th,3.5,,,,,,
Heat Transfer,Rate of Heat Generation,Determines the rate of heat generation for a wall.,4:21,https://www.youtube.com/watch?v=u9W8CGQy_ZU,1807,3,Conduction,One-Dimensional Steady-State,,intro,,,,,determines the rate of heat generation for a wall,Incropera5th,3.5,,,,,,
Heat Transfer,Steady-State One Dimensional Heat Transfer in a Plane Wall (Simulation),Demonstrates how to use the Plane Wall simulation which shows the temperature profile within a plane wall based on various conditions. ,1:46,https://youtu.be/MjVAcRnI1kE,162,3,Conduction,One-Dimensional Steady-State,,Interactive,,,,,Demonstrates how to use the Plane Wall simulation,Incropera5th,3.1,,,,,,
Heat Transfer,Surface Temperature for a Cylindrical Pipe ,The overall heat transfer coefficient for radial systems is used to find the surface temperature of a pipe.,9:27,http://www.youtube.com/watch?v=YAJbZKrPHsM&feature=share&list=PL242066E80621CC10&index=59,197,3,Conduction,One-Dimensional Steady-State,,example,,,,10.1, overall heat transfer coefficient for radial systems is used,Incropera5th,3.2,,,,,,
Heat Transfer,Temperature Distribution for a Cylinder,Simplifies the heat equation for conduction in a hollow cylinder and  solves for the temperature distribution.,7:48,https://www.youtube.com/watch?v=zH53bKHCtv4,2716,3,Conduction,One-Dimensional Steady-State,,example,,,,,simplifies the heat equation for conduction in a hollow cylinder,Incropera5th,3.3,,,,,,
Heat Transfer,Temperature Profile in a Fin (Simulation),Demonstrates how to use the Compare Fins simulation. This simulation shows how the temperature profile changes inside various boundary conditions.,1:30,https://youtu.be/urrqkQ5ryU8,309,3,Conduction,One-Dimensional Steady-State,,Interactive,,,,,Shows how to use the Compartive Fins Simulation,h,3.6,,,,,,
Heat Transfer,Thermal Circuits Introduction,Introduces the concept of thermal circuits to solve for heat transfer through a plane wall.,7:03,https://www.youtube.com/watch?v=dg-CuuZVNSQ,604,3,Conduction,One-Dimensional Steady-State,,intro,,,,,introduces the concept of thermal circuits to solve for heat transfer through a plane wall,Incropera5th,3.1,,,,,,
Heat Transfer,Thermal Circuits: Temperatures in a Composite Wall,Calculates the temperatures in a composite wall using thermal circuits.,6:53,https://www.youtube.com/watch?v=HZI65RuGa4M,1590,3,Conduction,One-Dimensional Steady-State,,example,,,,,calculates temperatures in a composite wall using thermal circuits,Incropera5th,3.1,,,,,,
Heat Transfer,Thermal Energy Generation,"Derives an expression for one-dimensional, steady-state conduction with uniform generation for an adiabatic surface from the heat equation.",11:48,https://youtu.be/Pqz9sRykD90?list=PL242066E80621CC10,178,3,Conduction,One-Dimensional Steady-State,,intro,,,,,"derives an expression for 1D, steady-state conduction with uniform generation for an adiabatic surface",Incropera5th,3.5,,,,,,
Heat Transfer,Uniform Heat Generation: Maximum Temperature,Calculates the maximum temperature for a plane wall with uniform heat generation.,5:29,https://www.youtube.com/watch?v=ZvEsCf-68A4,1378,3,Conduction,One-Dimensional Steady-State,,example,,,,,calculates the maximum temperature for a plane wall with uniform heat generation,Incropera5th,3.5,,,,,,
Heat Transfer,Analytical Solution to a Transient Conduction Problem,Uses an analytical approximation to solve a transient conduction problem. Compares the solution to that calculated by the lumped capacitance method.,9:52,https://youtu.be/RyaE1Phv-ZQ?list=PL242066E80621CC10,14,4,Conduction,Transient Conduction,,example,,,,,,,,,,,,,
Heat Transfer,Introduction to Plane Wall with Convection,Explains how spatial effects can change how to solve for one-dimensional transient conduction problems.,8:04,https://youtu.be/346Lc0vFtIA?list=PL242066E80621CC10,,4,Conduction,Transient Conduction,,intro,,,,,explains how spatial effects can change how to solve for one-dimensional transient conduction problems,Incropera5th,5.5,,,,,,
Heat Transfer,Lumped Capacitance Introduction,Explains the lumped capacitance model for transient conduction and derives its governing equation.,7:37,https://www.youtube.com/watch?v=x9V7QywHACA,2874,4,Conduction,Transient Conduction,,intro,,,,,explains the lumped capacitance model for transient conduction and derives its governing equation,Incropera5th,5.1,,,,,,
Heat Transfer,Lumped Capacitance vs Full Heat Transfer Model (Simulation),Demonstrates how to use the Lumped Capacitance Model vs Full Model simulation in heat transfer.,1:07,https://youtu.be/rDc9JjCsQr8,220,4,Conduction,Transient Conduction,,Interactive,,,,,How to use the lumped capacitance vs full heat transfer model simulation,Incropera5th,5.2,,,,,,
Heat Transfer,Lumped Capacitance: Temperature of a Sphere,Uses the lumped capacitance assumption to find how long it takes the temperature at the center of a silver sphere placed in a water bath to reach 310 K.,6:47,https://youtu.be/_Kpoae8Umx0?list=PL242066E80621CC10,1849,4,Conduction,Transient Conduction,,example,,,,,uses lumped capacitance to find the temperature at the center of a sphere,Incropera5th,5.3,,,,,,
Heat Transfer,Methods for Solving Transient Conduction Problems,Compares lumped capacitance to an analytical solution for a gold sphere dropped into a water bath.,8:13,https://www.youtube.com/watch?v=wurIoX4gZic,1600,4,Conduction,Transient Conduction,,example,,,,,compares lumped capacitance to an analytical solution for a sphere dropped into water,Incropera5th,5.5,,,,,,
